site,IGBP,Koppen,R2,RMSE,MAPE,pred_std,target,model,split_type,n_seeds
FLX_CN-Du2,GRA,D,0.0,1.201514720916748,1.9226668,0.43200601804530536,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-ARb,GRA,C,0.8619488477706909,0.775789201259613,0.21225405,0.39619900517577405,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Wi1,DBF,D,0.0,9.322888374328613,0.611815,0.4337250127685029,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-TP4,ENF,D,0.6622844934463501,1.6899704933166504,0.29720414,0.28588665337681657,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Atq,WET,E,0.764625072479248,0.3636902868747711,0.3882561,0.1142766444147978,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Mo3,CRO,D,0.7376852035522461,1.2645920515060425,0.32520702,0.47151604702510697,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-MBo,GRA,D,0.8697035312652588,1.1025511026382446,0.208771,0.535345532257647,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NC4,WET,C,0.6830611228942871,2.1010565757751465,0.2728751,0.6848201053320573,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-TPD,DBF,D,0.7433828711509705,1.2308993339538574,0.2679216,0.45730121291785025,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Tw2,CRO,C,0.7764965295791626,1.547728180885315,0.20804913,0.7335079828772162,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Qia,ENF,C,0.45687222480773926,1.3950971364974976,0.3314249,0.8232857360900222,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xBR,DBF,D,0.7851502895355225,1.043812870979309,0.2763617,0.306603832633679,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_GL-ZaF,WET,E,0.008230268955230713,0.4728858470916748,0.5301819,0.08532253541981427,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-HB2,ENF,C,0.007924199104309082,2.1522514820098877,0.4086991,0.6205732780982419,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-PFt,ENF,D,0.0,3.1016790866851807,0.42230856,0.46556325985884917,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Stp,GRA,B,0.02862638235092163,0.7156731486320496,0.49579337,0.3478718134372305,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-RDF,WSA,A,0.6134222149848938,1.2609981298446655,0.37444353,0.4277229273758201,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Wi3,DBF,D,0.0,2.623338222503662,1.378478,0.3662427701671338,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_JP-MBF,DBF,D,0.0,1.662855863571167,0.68870735,0.4518855021641235,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FR-Tou,GRA,C,0.20171189308166504,1.5015569925308228,0.31338996,0.6374621628410425,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-GBT,ENF,D,0.0,1.3222371339797974,1.8392929,0.21395841864751308,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-KS2,CSH,C,0.7333773374557495,0.8079184293746948,0.14084207,0.33418588356779966,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xSE,DBF,C,0.7820326089859009,1.1113418340682983,0.25764635,0.4958041078501123,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Oho,DBF,D,0.841255784034729,0.8609066605567932,0.31609038,0.3631501126191108,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-SP1,ENF,C,0.0,2.6100099086761475,0.55330884,0.5033913374783562,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CS4,CRO,D,0.8712112903594971,0.9469538927078247,0.25457,0.36098091216610617,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_NO-Hur,ENF,D,0.594336748123169,1.2444202899932861,0.40113038,0.3847082011071268,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
JPX_RU-NeF,DNF,D,0.32234978675842285,1.0630332231521606,0.34084252,0.36469992106993837,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-UC2,CVM,D,0.0,2.2859463691711426,0.5567999,0.5309635741534137,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-Ca1,ENF,C,0.404865026473999,2.715043544769287,0.40196282,0.38780114814046085,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NGB,SNO,E,0.041273295879364014,0.46881821751594543,0.74908906,0.1746152694897937,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_FR-LBr,ENF,C,0.6087629795074463,1.2525835037231445,0.24382515,0.3637555545752192,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Var,GRA,C,0.547313392162323,1.2998642921447754,0.42872173,0.32590649461919,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Cha,MF,D,0.6679571270942688,1.9396520853042603,0.31824324,0.9792760679488152,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CGG,GRA,C,0.0,1.669114112854004,0.58994585,0.2868936702454368,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Noe,CSH,C,0.0,1.8002605438232422,0.36673263,0.23092804105072545,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-CA2,CRO,C,0.0,2.247586488723755,0.5802576,0.8642458828179443,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_DE-SfN,WET,D,0.0,1.6876050233840942,0.9107912,0.6503848001460223,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Myb,WET,C,0.15505677461624146,2.8212389945983887,0.4882083,0.2876989853386991,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Jo1,OSH,B,0.45680326223373413,0.24760663509368896,0.42041546,0.10238084072892076,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-Oas,DBF,D,0.8403910398483276,0.8663789629936218,0.2664682,0.3022419059526313,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-EML,OSH,D,0.4637376666069031,0.7280112504959106,0.42190152,0.2519075054342487,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-ORv,WET,D,0.5880824327468872,0.8004357218742371,0.32391748,0.30804444085814997,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FR-Gri,CRO,C,0.07796734571456909,1.6040056943893433,0.3708115,0.2667993049576722,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xSB,ENF,C,0.22934269905090332,1.3452202081680298,0.30394885,0.5145391494402307,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-KLS,GRA,D,0.45790886878967285,1.8617476224899292,0.48931473,0.36802543461388865,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Vcm,ENF,D,0.0,0.7897852063179016,0.7820792,0.24295439993552384,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-AR2,GRA,C,0.23965567350387573,0.9022456407546997,0.66364366,0.22676395927995524,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-HB1,WET,C,0.0,2.65049409866333,0.9909812,1.064199753919284,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-NS1,ENF,D,0.8499366044998169,0.6003869771957397,0.24040487,0.20812958317768337,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_RU-Ha1,GRA,D,0.15249210596084595,1.2619332075119019,0.6927918,0.644656593423555,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_CZ-BK1,ENF,D,0.3925654888153076,2.5263772010803223,0.369375,0.31376162128612134,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Cpr,SAV,B,0.0,1.7678248882293701,1.476743,0.649082561673686,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-YK2,WET,D,0.8867850303649902,0.3353736400604248,0.16426504,0.2748708826279058,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-BZS,ENF,D,0.5500138998031616,1.5835620164871216,0.40787125,0.2664674530366327,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Niv,GRA,E,0.0,1.3151640892028809,0.8939148,0.5593584835461004,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Cp2,MF,C,0.22974252700805664,1.8683501482009888,0.36850858,0.8172165945496437,RECO_NT_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Mo2,GRA,D,0.39905881881713867,1.2418296337127686,2.8515341,0.418806244127355,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Wi9,ENF,D,0.3834152817726135,1.2665338516235352,0.6004522,0.40911468271249474,NEE_VUT_USTAR50,tam-rl,IGBP,10
JPX_JP-Sb1,WET,D,0.0,2.0592610836029053,0.68267727,0.6273162177054676,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Dmg,WET,C,0.3441619277000427,2.5431299209594727,0.6928055,0.45880683380941356,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-RGF,CRO,B,0.0,5.434511661529541,7.7139106,0.9950421568909936,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xDC,GRA,D,0.0,0.7381788492202759,1.0438447,0.30671599120438364,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-Qfo,ENF,D,0.4371461272239685,0.6561832427978516,12.584407,0.28431550153227425,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Dan,GRA,D,0.31467390060424805,0.4707914888858795,0.9347685,0.5617734234607417,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xJR,OSH,B,0.0,0.7334693074226379,4.9258504,0.21192070495405263,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_DK-Fou,CRO,C,0.34715020656585693,1.4379916191101074,1.4302231,0.48854529254179446,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Cop,GRA,B,0.43558287620544434,0.20943596959114075,1.5905452,0.12470744839358175,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xBN,ENF,D,0.4565902352333069,0.5267778038978577,2.2211702,0.2116780707405949,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CS1,CRO,D,0.8140058517456055,0.9552962779998779,1.7856619,0.3474551127397614,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-TP3,ENF,D,0.49056488275527954,1.3712056875228882,0.92156655,0.34005559735312696,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-Cp2,EBF,C,0.4195483922958374,1.1657434701919556,0.51369035,0.33873216739489576,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-MOz,DBF,D,0.48182153701782227,1.5457253456115723,1.5359628,0.5194528036019566,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_AR-SLu,MF,B,0.0,4.528234481811523,0.9527277,0.6621342704208018,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CS5,CRO,D,0.468559205532074,1.471551775932312,2.4082294,0.43266370361163214,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FI-Var,ENF,D,0.5994013547897339,0.6311943531036377,4.1737638,0.2650029226668667,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xUN,MF,D,0.5886228084564209,1.2732828855514526,5.2133336,0.20919339675788423,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-Ro1,DBF,C,0.47371160984039307,1.8025370836257935,4.125477,0.4591986234301598,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Rls,CSH,B,0.2756686806678772,0.7998376488685608,1.6826779,0.24780248985867762,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Wi6,OSH,D,0.1059829592704773,2.1280922889709473,1.0419859,0.421253542965232,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Cum,EBF,C,0.0,1.5019503831863403,1.5450636,1.1106705657307159,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_BE-Lon,CRO,C,0.420929491519928,2.4281749725341797,2.4565523,0.3786914311950775,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NR1,ENF,D,0.6782013177871704,0.6869986057281494,1.4206722,0.3072865402614751,NEE_VUT_USTAR50,tam-rl,IGBP,10
JPX_JP-Toc,DBF,D,0.38532716035842896,3.3519322872161865,1.9713128,0.3784704714577445,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_BE-Maa,CSH,C,0.11277645826339722,1.00472092628479,5.061676,0.4891228118126637,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-PFm,DBF,D,0.4748530387878418,2.158031702041626,0.9715801,0.4340443938868107,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_SE-Htm,ENF,D,0.1426505446434021,2.7904417514801025,109.20204,0.9380140327654757,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Whr,EBF,B,0.0,2.0679290294647217,1.8117003,0.8766648558515944,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Wi1,DBF,D,0.0,5.295072078704834,3.7690637,0.5154784048887994,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-HaM,GRA,E,0.5588871240615845,0.8636953234672546,1.6119143,0.5358348803108077,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Wi6,OSH,D,0.3969597816467285,1.4620895385742188,1.0016433,0.3950111082823418,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xKA,GRA,D,0.03094547986984253,2.0382840633392334,4.6857753,0.35268830237429366,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_DE-Hai,DBF,D,0.8920010328292847,1.1078910827636719,1.5230579,0.3873942997635481,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-GWW,SAV,B,0.2059902548789978,0.402980774641037,0.84056854,0.43681765292390545,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_SJ-Adv,WET,E,0.254067063331604,0.697317898273468,1.6878649,0.15685063023008605,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-RGA,CRO,C,0.38510972261428833,3.4885456562042236,1.2535278,0.8064206940118105,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xDS,CVM,C,0.0,1.158373236656189,2.773281,0.7612903803315164,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_SD-Dem,SAV,B,0.24136412143707275,1.0705028772354126,1.1487519,0.4715722214350726,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Lsn,OSH,C,0.1739445924758911,1.1976628303527832,14.003169,0.7529221539923556,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_MX-Tes,DBF,B,0.0,1.7723677158355713,5.353432,0.6425547853158174,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Srr,WET,C,0.1282740831375122,2.0158071517944336,0.74422073,0.6668721768708175,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-Gro,MF,D,0.6845005750656128,0.7927621006965637,7.077651,0.22864195884335703,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-MA2,CRO,D,0.0,2.328397750854492,1.5576037,0.6405045862611118,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-UMd,DBF,D,0.7227678298950195,1.2786880731582642,1.4876741,0.2787098711066408,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-BZB,WET,D,0.6318411827087402,0.5161656141281128,11.689311,0.20223823937465876,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-SRM,WSA,B,0.2901991605758667,0.4864155352115631,3.4113288,0.1024864981701746,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xRM,ENF,D,0.0,0.6631684899330139,1.2148354,0.39966416502856716,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_GF-Guy,EBF,A,0.0,1.7532742023468018,2.5408998,0.5768400183632619,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-SRC,OSH,B,0.1610826849937439,0.33434706926345825,1.6129671,0.09640585701333117,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-KS1,ENF,C,0.0,1.120086669921875,0.948733,0.4900780150596602,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Tw3,CRO,C,0.10994219779968262,3.4309258460998535,0.7382989,0.8080440913297606,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FI-Hyy,ENF,D,0.7385150790214539,0.8042861819267273,7.8207073,0.2975427284805168,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FI-Let,ENF,D,0.42924827337265015,1.158941388130188,1.2298213,0.5084503204200511,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CZ-BK2,GRA,D,0.4314010739326477,1.393555760383606,26.723106,0.46475539061200355,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Ha1,DBF,D,0.7053405046463013,1.9718812704086304,20.868181,0.32158026271560647,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Pnp,WAT,D,0.0,1.8635263442993164,1.3415391,0.2694976189762765,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-CRT,CRO,D,0.13120931386947632,3.2758047580718994,7.9327273,0.6457384449380346,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Du2,GRA,D,0.0,1.001897931098938,4.942333,0.42287712839835845,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-ARb,GRA,C,0.6287287473678589,1.1359965801239014,6.9398465,0.3625961534720276,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Wi1,DBF,D,0.0,5.351435661315918,3.9585047,0.5244698555494136,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-TP4,ENF,D,0.3863823413848877,1.2118861675262451,39.354244,0.32699089554084215,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Atq,WET,E,0.25244635343551636,0.6142743825912476,3.0920925,0.15682637458569454,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Mo3,CRO,D,0.5335992574691772,1.8315532207489014,2.2022061,0.6210029863289028,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-MBo,GRA,D,0.6417750716209412,1.2536914348602295,3.2001905,0.5239629735852335,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NC4,WET,C,0.06858402490615845,2.5305328369140625,2.992264,0.6266048155519768,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-TPD,DBF,D,0.7024798393249512,1.2349188327789307,7.965862,0.4106674330280242,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Tw2,CRO,C,0.6223870515823364,1.5426212549209595,5.767421,0.682566044116446,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Qia,ENF,C,0.31438231468200684,1.3229618072509766,0.80949765,0.7384214596850466,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xBR,DBF,D,0.43284887075424194,1.4221558570861816,2.9805388,0.27714270624954157,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_GL-ZaF,WET,E,0.018370866775512695,0.5757662653923035,1.0948758,0.115700670160751,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-HB2,ENF,C,0.0,3.0181632041931152,1.2225745,0.5544022816820756,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-PFt,ENF,D,0.5703448057174683,1.5793777704238892,0.58035016,0.41976542042096665,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Stp,GRA,B,0.2690877914428711,0.7762601375579834,11.068826,0.32603692955578545,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-RDF,WSA,A,0.0,2.289212942123413,3.1043522,0.3897785741076707,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Wi3,DBF,D,0.2345697283744812,3.0840954780578613,0.67165196,0.3817627099432387,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_JP-MBF,DBF,D,0.6182458400726318,1.4320615530014038,1.0181409,0.46655276843340493,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FR-Tou,GRA,C,0.4276914596557617,1.4030038118362427,3.620736,0.6707807882427722,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-GBT,ENF,D,0.0,1.6479324102401733,1.0985204,0.20219401962771952,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-KS2,CSH,C,0.4549928903579712,0.9794516563415527,0.9651477,0.3151934858009156,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xSE,DBF,C,0.694485068321228,1.3019146919250488,9.766882,0.507194713434586,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Oho,DBF,D,0.8336827158927917,1.376710057258606,0.6116571,0.42328860603396573,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-SP1,ENF,C,0.0,1.918406367301941,1.7793667,0.4378924694496109,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CS4,CRO,D,0.3321481943130493,1.9369827508926392,2.3680785,0.49715401488412353,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_NO-Hur,ENF,D,0.0,1.0801784992218018,0.70011693,0.34594979905691825,NEE_VUT_USTAR50,tam-rl,IGBP,10
JPX_RU-NeF,DNF,D,0.085518479347229,2.5567777156829834,0.8729572,0.35449889998566253,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-UC2,CVM,D,0.5116396546363831,2.462078094482422,1.387466,0.7538519751751865,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-Ca1,ENF,C,0.0,2.5929150581359863,2.236274,0.3320529135901094,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-NGB,SNO,E,0.0,0.8335167169570923,1.2011948,0.21797775184222173,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_FR-LBr,ENF,C,0.525113582611084,1.3571460247039795,1.6794993,0.43137479450586314,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Var,GRA,C,0.5281975269317627,1.194555640220642,5.506743,0.30752946740757886,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CN-Cha,MF,D,0.569696307182312,1.3279825448989868,0.9718358,0.6980691612439649,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-CGG,GRA,C,0.2113695740699768,1.304616093635559,4.4256873,0.33597820221659846,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Noe,CSH,C,0.5023583769798279,1.1243220567703247,10.265534,0.29610604069248875,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_IT-CA2,CRO,C,0.14815151691436768,2.2253329753875732,2.2149212,1.237802693361912,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_DE-SfN,WET,D,0.0,1.4750539064407349,1.4608903,0.4998902540565459,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-Myb,WET,C,0.49465012550354004,1.7979848384857178,1.1013157,0.32060272757797387,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Jo1,OSH,B,0.2717205882072449,0.38530433177948,0.6421907,0.11364158064485806,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_CA-Oas,DBF,D,0.7055462598800659,1.1722725629806519,10.376664,0.2968262936611653,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-EML,OSH,D,0.5234429836273193,0.8047971725463867,2.4860795,0.3020503801323168,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_US-ORv,WET,D,0.5298049449920654,1.223454475402832,1.5394957,0.3526098834733464,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_FR-Gri,CRO,C,0.43531209230422974,2.5994558334350586,19.28853,0.39347261922240756,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-xSB,ENF,C,0.24943268299102783,0.86395663022995,26.459013,0.4638543800316378,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-KLS,GRA,D,0.0,2.2686667442321777,2.5341134,0.3586226689838887,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-Vcm,ENF,D,0.34176504611968994,0.791691243648529,2.1972575,0.34162201751691784,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-AR2,GRA,C,0.19885456562042236,1.0377706289291382,5.8277535,0.2596210395946622,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-HB1,WET,C,0.0,1.9885300397872925,1.6646252,0.7559736961108044,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_CA-NS1,ENF,D,0.3590116500854492,1.1114431619644165,4.987211,0.21026579484032648,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_RU-Ha1,GRA,D,0.0,0.9151028990745544,2.4642618,0.4474554245989101,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_CZ-BK1,ENF,D,0.522940993309021,1.9321380853652954,1.5087343,0.37833292516237343,NEE_VUT_USTAR50,tam-rl,IGBP,10
FLX_AU-Cpr,SAV,B,0.0,1.9719882011413574,4.2208686,0.7902639254103405,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-YK2,WET,D,0.5044490098953247,0.6810855269432068,1.915595,0.3056429041687713,NEE_VUT_USTAR50,tam-rl,IGBP,10
AMF_US-BZS,ENF,D,0.41526567935943604,0.8221312165260315,6.203524,0.2704174221332147,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Niv,GRA,E,0.6655481457710266,0.599281907081604,0.6374534,0.5354459491340862,NEE_VUT_USTAR50,tam-rl,IGBP,10
ICOSETC_IT-Cp2,MF,C,0.0,2.355100393295288,0.90953296,0.7260955597265037,NEE_VUT_USTAR50,tam-rl,IGBP,10
